NofPmids,NofSnps,associationType,diseaseId,diseaseName,diseaseType,disease_mention,geneId,geneSymbol,gene_mention,originalSource,pmid,raw_sentence,score,sentence,source
1.0,0.0,Biomarker,C0001418,Adenocarcinoma,group,adenocarcinomas,8289,ARID1A,ARID1A,CTD_human,22484628,"Frequently mutated genes in the adenocarcinomas included TP53 (11/15 tumors), PIK3CA (3/15) and ARID1A (3/15).",0.203557092817453,"Frequently mutated genes in the <span class=""disease"" id=""22484628-3-32-47"">adenocarcinomas</span> included TP53 (11/15 tumors), PIK3CA (3/15) and <span class=""gene"" id=""22484628-3-96-102"">ARID1A</span> (3/15).",CTD_human
2.0,0.0,Biomarker,C1832200,Peroxisome biogenesis disorders,group,peroxisome biogenesis disorders,9409,PEX16,PEX16,CTD_human,11890679,A nonsense mutation (R176ter) in the PEX16 gene has been reported in the case of only one patient (D-01) belonging to complementation group D of the peroxisome biogenesis disorders.,0.20054945356842604,"A nonsense mutation (R176ter) in the <span class=""gene"" id=""11890679-2-37-42"">PEX16</span> gene has been reported in the case of only one patient (D-01) belonging to complementation group D of the <span class=""disease"" id=""11890679-2-149-180"">peroxisome biogenesis disorders</span>.",CTD_human
,,Negative,MESH:D001847,,,bone-destruction,16171,,IL-17,,28044086,"Histological analysis showed that phloretin suppressed the severity of RA and effectively mitigated joint inflammation and cartilage- and bone-destruction via reducing proinflammatory cytokine productions (TNF-a, IL-6, IL-1b, and IL-17).",,,
24.0,14.0,Biomarker,C0338451,Frontotemporal dementia,disease,frontotemporal dementia,4137,MAPT,tau,CTD_human,10802785,Two brothers with frontotemporal dementia and parkinsonism with an N279K mutation of the tau gene.,0.7016632567095921,"Two brothers with <span class=""disease"" id=""10802785-0-18-41"">frontotemporal dementia</span> and parkinsonism with an N279K mutation of the <span class=""gene"" id=""10802785-0-89-92"">tau</span> gene.",CTD_human;HPO;UNIPROT
,,Negative,MESH:D003924,,,type 2 diabetes mellitus,14652,,glucagon-like peptide-1 receptor,,28138003,UNASSIGNED: Liraglutide is the glucagon-like peptide-1 receptor agonist widely used for the treatment of type 2 diabetes mellitus.,,,
2.0,0.0,Biomarker,C0033578,Prostatic Neoplasms,group,prostate tumor,4804,NGFR,p75NTR,CTD_human,17409433,The aryl propionic acid R-flurbiprofen selectively induces p75NTR-dependent decreased survival of prostate tumor cells.,0.20082418035263894,"The aryl propionic acid R-flurbiprofen selectively induces <span class=""gene"" id=""17409433-0-59-65"">p75NTR</span>-dependent decreased survival of <span class=""disease"" id=""17409433-0-98-112"">prostate tumor</span> cells.",CTD_human
2.0,0.0,Biomarker,C0005695,Bladder Neoplasm,disease,bladder cancer,2944,GSTM1,GSTM1,CTD_human,18505952,"When the OR used to determine statistical power was lowered to 1.2, 2 of the 4 noteworthy associations remained so: GSTM1 null with bladder cancer and acute leukemia.",0.258297968972603,"When the OR used to determine statistical power was lowered to 1.2, 2 of the 4 noteworthy associations remained so: <span class=""gene"" id=""18505952-11-116-121"">GSTM1</span> null with <span class=""disease"" id=""18505952-11-132-146"">bladder cancer</span> and acute leukemia.",CTD_human
,,Negative,MESH:D010146,,,pain-induced depression,12257,,TSPO,,28108322,"However, the role of TSPO in SCI-pain and pain-induced depression remains unknown.",,,
,,Negative,MESH:D001714,,,bipolar affective disorder,100126593,,BPAD,,28155203,"BACKGROUND: Despite the use of maintenance medication, recurrence rates in bipolar affective disorder (BPAD) are high.",,,
,,Negative,MESH:D012170,,,retinal vein occlusion,5171,,PDR,,28074184,"Vitreous fluid was similarly collected from patients with macular hole (MH), epiretinal membrane, proliferative diabetic retinopathy (PDR), and retinal vein occlusion as controls.",,,
40.0,0.0,Therapeutic,C1458155,Mammary Neoplasms,group,breast tumors,2064,ERBB2,ERBB2,CTD_human,19075277,"mRNA levels of 10 BCAR genes (AKT1, AKT2, BCAR1, BCAR3, EGFR, ERBB2, GRB7, SRC, TLE3, and TRERF1) were measured in estrogen receptor-positive breast tumors using quantitative reverse-transcriptase polymerase chain reaction.",0.3696281140931521,"mRNA levels of 10 BCAR genes (AKT1, AKT2, BCAR1, BCAR3, EGFR, <span class=""gene"" id=""19075277-3-62-67"">ERBB2</span>, GRB7, SRC, TLE3, and TRERF1) were measured in estrogen receptor-positive <span class=""disease"" id=""19075277-3-142-155"">breast tumors</span> using quantitative reverse-transcriptase polymerase chain reaction.",CTD_human
,,Negative,MESH:D007003,,,hypoglycemia,105613195,,insulin,,28200173,Placental insufficiency and intrauterine growth restriction (IUGR) are common obstetrical complications associated with fetal hypoglycemia and hypoxia that reduce the b-cell mass and insulin secretion.,,,
1.0,0.0,Biomarker,C0020981,Angioimmunoblastic Lymphadenopathy,disease,AITL,3418,IDH2,IDH2,CTD_human,24413737,"Although frequent mutations in TET2, IDH2 and DNMT3A, which are common to various hematologic malignancies, have been identified in AITL, the molecular pathogenesis specific to this lymphoma subtype is unknown.",0.202197814273705,"Although frequent mutations in TET2, <span class=""gene"" id=""24413737-2-37-41"">IDH2</span> and DNMT3A, which are common to various hematologic malignancies, have been identified in <span class=""disease"" id=""24413737-2-132-136"">AITL</span>, the molecular pathogenesis specific to this lymphoma subtype is unknown.",CTD_human
1.0,0.0,Biomarker,C0028754,Obesity,disease,obesity,7351,UCP2,UCP2,CTD_human,11381268,A common polymorphism in the promoter of UCP2 is associated with decreased risk of obesity in middle-aged humans.,0.306923224852884,"A common polymorphism in the promoter of <span class=""gene"" id=""11381268-0-41-45"">UCP2</span> is associated with decreased risk of <span class=""disease"" id=""11381268-0-83-90"">obesity</span> in middle-aged humans.",CTD_human
1.0,0.0,Biomarker,C0948089,Acute Coronary Syndrome,disease,Acute Coronary Syndrome,5444,PON1,PON1,CTD_human,26241956,Association between Paraoxonase 1 (PON1) Polymorphisms and the Risk of Acute Coronary Syndrome in a North African Population.,0.20886944627514295,"Association between <span class=""gene"" id=""26241956-0-20-33"">Paraoxonase 1</span> (<span class=""gene"" id=""26241956-0-35-39"">PON1</span>) Polymorphisms and the Risk of <span class=""disease"" id=""26241956-0-71-94"">Acute Coronary Syndrome</span> in a North African Population.",CTD_human
9.0,0.0,Biomarker,C0020429,Hyperalgesia,phenotype,hyperalgesia,6863,TAC1,substance P,CTD_human,19231294,"In contrast, intrathecal substance P 100 nmol produced hyperalgesia, and intrathecal DAMGO 10 nmol produced antinociception.",0.2,"In contrast, intrathecal <span class=""gene"" id=""19231294-6-25-36"">substance P</span> 100 nmol produced <span class=""disease"" id=""19231294-6-55-67"">hyperalgesia</span>, and intrathecal DAMGO 10 nmol produced antinociception.",CTD_human
1.0,0.0,Biomarker,C2239176,Liver carcinoma,disease,hepatocellular carcinoma,83597,RTP3,TMEM7,CTD_human,17693185,The interferon-alpha responsive gene TMEM7 suppresses cell proliferation and is downregulated in human hepatocellular carcinoma.,0.20300763924902696,"The interferon-alpha responsive gene <span class=""gene"" id=""17693185-0-37-42"">TMEM7</span> suppresses cell proliferation and is downregulated in human <span class=""disease"" id=""17693185-0-103-127"">hepatocellular carcinoma</span>.",CTD_human
,,Negative,MESH:D030342,,,erythropoietic disorders,71876,,Myelodysplasia/myeloid leukemia factor 1-interacting protein,,28173615,"Myelodysplasia/myeloid leukemia factor 1-interacting protein (MLF1IP) appears to be an erythroid lineage-specific gene in mice; however, its role in normal erythropoiesis and erythropoietic disorders have not yet been elucidated.",,,
69.0,0.0,Therapeutic,C0020538,Hypertensive disease,group,hypertension,183,AGT,angiotensin II,CTD_human,9024144,Role of superoxide in angiotensin II-induced but not catecholamine-induced hypertension.,0.52,"Role of superoxide in <span class=""gene"" id=""9024144-0-22-36"">angiotensin II</span>-induced but not catecholamine-induced <span class=""disease"" id=""9024144-0-75-87"">hypertension</span>.",CTD_human
1.0,0.0,Biomarker,C0018801,Heart failure,disease,heart failure,2194,FASN,FASN,CTD_human,26670611,"The development of disturbed substrate utilization of FASN transgenic cardiomyocytes and signs of heart failure were retarded by the transgenic expression of GRKInh, a peptide inhibitor of GRK2.",0.2,"The development of disturbed substrate utilization of <span class=""gene"" id=""26670611-6-54-58"">FASN</span> transgenic cardiomyocytes and signs of <span class=""disease"" id=""26670611-6-98-111"">heart failure</span> were retarded by the transgenic expression of GRKInh, a peptide inhibitor of GRK2.",CTD_human
3.0,0.0,Biomarker,C0004364,Autoimmune Diseases,group,autoimmunity,3565,IL4,IL-4,CTD_human,19077085,"Therefore, the attenuated autoimmunity following loss of IL-4 and IL-6 is dose-dependent, as higher doses of Hg are able to override the attenuation observed using lower doses.",0.209000471344402,"Therefore, the attenuated <span class=""disease"" id=""19077085-7-26-38"">autoimmunity</span> following loss of <span class=""gene"" id=""19077085-7-57-61"">IL-4</span> and IL-6 is dose-dependent, as higher doses of Hg are able to override the attenuation observed using lower doses.",CTD_human
,,Negative,MESH:D009369,,,tumor,24498,,interleukin (IL)-6,,28077129,"Body weight, food consumption, blood (serum) levels of glucose, C peptide, Hb A1C, insulin, tumor necrosis factor (TNF)-a and interleukin (IL)-6 were determined for all groups.",,,
,,Negative,MESH:D007680,,,"renal (PCDHA), and lung (PCDHA) cancers",56115,,PCDHG,,28142416,"Other deleterious genomic changes in the PCDH locus were identified in ovarian (PCDHG), renal (PCDHA), and lung (PCDHA) cancers.",,,
,,Negative,MESH:D001749,,,bladder cancer,19205,,PTBP1,,28106737,This combination treatment could be a novel RNA-interference strategy through the systemic silencing of the Warburg effect-promoting driver oncogene PTBP1 in bladder cancer cells.,,,
4.0,2.0,Biomarker,C0003873,Rheumatoid Arthritis,disease,rheumatoid arthritis,7128,TNFAIP3,TNFAIP3,CTD_human,21841782,A20 (TNFAIP3) deficiency in myeloid cells triggers erosive polyarthritis resembling rheumatoid arthritis.,0.24297359745464805,"A20 (<span class=""gene"" id=""21841782-0-5-12"">TNFAIP3</span>) deficiency in myeloid cells triggers erosive polyarthritis resembling <span class=""disease"" id=""21841782-0-84-104"">rheumatoid arthritis</span>.",CTD_human
17.0,15.0,Biomarker,C0265216,X-linked hydrocephalus syndrome,disease,X-linked hydrocephalus,3897,L1CAM,L1CAM,CTD_human,7920660,"Since it has been shown that X-linked hydrocephalus can be caused by mutations in L1CAM, a neuronal cell adhesion molecule, we performed an L1CAM mutation analysis in eight unrelated patients with MASA syndrome.",0.612087978505376,"Since it has been shown that <span class=""disease"" id=""7920660-2-29-51"">X-linked hydrocephalus</span> can be caused by mutations in <span class=""gene"" id=""7920660-2-82-87"">L1CAM</span>, a neuronal cell adhesion molecule, we performed an <span class=""gene"" id=""7920660-2-140-145"">L1CAM</span> mutation analysis in eight unrelated patients with MASA syndrome.",CTD_human;ORPHANET;UNIPROT
,,Negative,MESH:D017827,,,spinocerebellar ataxia type-5,6712,,SCA5,,28173092,Clinical phenotypes of spinocerebellar ataxia type-5 (SCA5) and spectrin-associated autosomal recessive cerebellar ataxia type-1 (SPARCA1) are mirrored in mice lacking b-III spectrin (b-III-/-).,,,
,,Negative,MESH:D053448,,,prostate specific antigen,8000,,PSCA,,28023416,"UNASSIGNED: 4535 Background: CV9103 is a prostate cancer (PCA) vaccine that contains the four antigens PSA (prostate specific antigen), PSCA, PSMA and STEAP1 as self-adjuvanted full-length mRNAs.",,,
1.0,0.0,Biomarker,C0206729,Neurofibrosarcoma,disease,neurofibrosarcoma,4893,NRAS,N-Ras,CTD_human,16239399,Affinity purification showed N-Ras to be the predominant activated isoform of Ras in two independent neurofibrosarcoma cell lines from NF1 patients (lines ST88-14 and NF90-8).,0.200274726784213,"Affinity purification showed <span class=""gene"" id=""16239399-3-29-34"">N-Ras</span> to be the predominant activated isoform of Ras in two independent <span class=""disease"" id=""16239399-3-101-118"">neurofibrosarcoma</span> cell lines from NF1 patients (lines ST88-14 and NF90-8).",CTD_human
1.0,0.0,Biomarker,C0003873,Rheumatoid Arthritis,disease,RA,9052,GPRC5A,retinoic acid induced 3,CTD_human,17379860,"Treatment with methotrexate resulted in the reversion of the RA-related expression profile of genes associated with growth and apoptosis including insulin-like growth factor binding protein 3, retinoic acid induced 3, and caveolin 2 as well as in the re-expression of the cell adhesion molecule integrin alpha6.",0.200274726784213,"Treatment with methotrexate resulted in the reversion of the <span class=""disease"" id=""17379860-6-61-63"">RA</span>-related expression profile of genes associated with growth and apoptosis including insulin-like growth factor binding protein 3, <span class=""gene"" id=""17379860-6-193-216"">retinoic acid induced 3</span>, and caveolin 2 as well as in the re-expression of the cell adhesion molecule integrin alpha6.",CTD_human
1.0,0.0,Biomarker,C0038220,Status Epilepticus,disease,SE,8645,KCNK5,TASK-2,CTD_human,19220408,"In addition, TASK-2 immunoreactivity is gradually increased in perivascular regions following SE.",0.2,"In addition, <span class=""gene"" id=""19220408-5-13-19"">TASK-2</span> immunoreactivity is gradually increased in perivascular regions following <span class=""disease"" id=""19220408-5-94-96"">SE</span>.",CTD_human
2.0,0.0,Therapeutic,C0017636,Glioblastoma,disease,glioblastomas,7052,TGM2,Transglutaminase 2,CTD_human,17099729,"Transglutaminase 2 inhibitor, KCC009, disrupts fibronectin assembly in the extracellular matrix and sensitizes orthotopic glioblastomas to chemotherapy.",0.20054945356842604,"<span class=""gene"" id=""17099729-0-0-18"">Transglutaminase 2</span> inhibitor, KCC009, disrupts fibronectin assembly in the extracellular matrix and sensitizes orthotopic <span class=""disease"" id=""17099729-0-122-135"">glioblastomas</span> to chemotherapy.",CTD_human
,,Negative,MESH:C562591,,,XPD,7508,,XPC,,28115302,"Thirty-eight polymorphisms in eight NER genes were genotyped by Sequenom MassARRAY platform, including XPA, XPC, DDB2, XPB (ERCC3), XPD (ERCC2), ERCC1, XPF (ERCC4), and XPG (ERCC5).",,,
1.0,0.0,Biomarker,C0035222,"Respiratory Distress Syndrome, Adult",disease,ARDS,5321,PLA2G4A,cPLA2,CTD_human,10881173,"Using a murine model of acute lung injury induced by septic syndrome or acid aspiration, we investigated the role of cytosolic phospholipase A2 (cPLA2) in ARDS.",0.2,"Using a murine model of acute lung injury induced by septic syndrome or acid aspiration, we investigated the role of <span class=""gene"" id=""10881173-3-117-143"">cytosolic phospholipase A2</span> (<span class=""gene"" id=""10881173-3-145-150"">cPLA2</span>) in <span class=""disease"" id=""10881173-3-155-159"">ARDS</span>.",CTD_human
